Player,Country,Date of Birth,Player_ID
Yoon Deok-yeo,South Korea,1961-03-25,SOU-DEOKYOON-19610325
Huh Jung-moo,South Korea,1955-01-13,SOU-JUNGHUH-19550113
Lee Sang-yoon,South Korea,1969-04-10,SOU-SANGLEE-19690410
Park Chang-sun,South Korea,1954-02-02,SOU-CHANPARK-19540202
Cha Bum-kun,South Korea,1953-05-21,SOU-BUM-CHA-19530521
Kim Pyung-seok,South Korea,1958-09-22,SOU-PYUNKIM-19580922
Noh Soo-jin,South Korea,1962-02-10,SOU-SOO-NOH-19620210
Cho Min-kook,South Korea,1963-07-05,SOU-MIN-CHO-19630705
Yoo Byung-ok,South Korea,1964-03-02,SOU-BYUNYOO-19640302
Kim Joo-sung,South Korea,1966-01-17,SOU-JOO-KIM-19660117
Jung Woo-young,South Korea,1989-12-14,SOU-WOO-JUNG-19891214
Kim Sam-soo,South Korea,1963-02-08,SOU-SAM-KIM-19630208
Byun Byung-joo,South Korea,1961-04-26,SOU-BYUNBYUN-19610426
Kim Yong-se,South Korea,1960-04-21,SOU-YONGKIM-19600421
Oh Yun-kyo,South Korea,1960-05-25,SOU-YUN-OH-19600525
Lee Young-jin,South Korea,1963-10-27,SOU-YOUNLEE-19631027
Choi In-young,South Korea,1962-03-05,SOU-IN-YCHOI-19620305
Choi Eun-sung,South Korea,1971-04-05,SOU-EUN-CHOI-19710405
Hong Myung-bo,South Korea,1969-02-12,SOU-MYUNHONG-19690212
Hwang Sun-hong,South Korea,1968-07-14,SOU-SUN-HWAN-19680714
Gu Sang-bum,South Korea,1964-06-15,SOU-SANGGU-19640615
Lee Heung-sil,South Korea,1961-07-10,SOU-HEUNLEE-19610710
Chung Hae-won,South Korea,1959-07-01,SOU-HAE-CHUN-19590701
Hong Chul,South Korea,1990-09-17,SOU-CHULHONG-19900917
Kim Young-chul,South Korea,1976-06-30,SOU-YOUNKIM-19760630
Hwang Hee-chan,South Korea,1996-01-26,SOU-HEE-HWAN-19960126
Yeom Ki-hun,South Korea,1983-03-30,SOU-KI-HYEOM-19830330
Kim Moon-hwan,South Korea,1995-08-01,SOU-MOONKIM-19950801
Son Jun-ho,South Korea,1992-05-12,SOU-JUN-SON-19920512
Song Bum-keun,South Korea,1997-10-15,SOU-BUM-SONG-19971015
Cho Gue-sung,South Korea,1998-01-25,SOU-GUE-CHO-19980125
Cho Won-hee,South Korea,1983-04-17,SOU-WON-CHO-19830417
Kim Young-kwang,South Korea,1983-06-28,SOU-YOUNKIM-19830628
Kim Yong-dae,South Korea,1979-10-11,SOU-YONGKIM-19791011
Kang Min-soo,South Korea,1986-02-14,SOU-MIN-KANG-19860214
Cho Jae-jin,South Korea,1981-07-09,SOU-JAE-CHO-19810709
Lee Ho,South Korea,1984-10-22,SOU-HOLEE-19841022
Chung Kyung-ho,South Korea,1980-05-22,SOU-KYUNCHUN-19800522
Baek Ji-hoon,South Korea,1985-02-28,SOU-JI-HBAEK-19850228
Park Chu-young,South Korea,1985-07-10,SOU-CHU-PARK-19850710
Kim Jin-kyu,South Korea,1985-02-16,SOU-JIN-KIM-19850216
Oh Beom-seok,South Korea,1984-07-29,SOU-BEOMOH-19840729
Kim Tae-hwan,South Korea,1989-07-24,SOU-TAE-KIM-19890724
Kim Nam-il,South Korea,1977-03-14,SOU-NAM-KIM-19770314
Kim Sang-sik,South Korea,1976-12-17,SOU-SANGKIM-19761217
Hwang Ui-jo,South Korea,1992-08-28,SOU-UI-JHWAN-19920828
Na Sang-ho,South Korea,1996-08-12,SOU-SANGNA-19960812
Jo Hyeon-woo,South Korea,1991-09-25,SOU-HYEOJO-19910925
Lee Seung-woo,South Korea,1998-01-06,SOU-SEUNLEE-19980106
Ju Se-jong,South Korea,1990-10-30,SOU-SE-JJU-19901030
Yun Young-sun,South Korea,1988-10-04,SOU-YOUNYUN-19881004
Oh Ban-suk,South Korea,1988-05-20,SOU-BAN-OH-19880520
Jung Seung-hyun,South Korea,1994-04-03,SOU-SEUNJUNG-19940403
Lee Jung-soo,South Korea,1980-01-08,SOU-JUNGLEE-19800108
Kim Jae-sung,South Korea,1983-10-03,SOU-JAE-KIM-19831003
Lee Seung-yeoul,South Korea,1989-03-06,SOU-SEUNLEE-19890306
Kim Jung-woo,South Korea,1982-05-09,SOU-JUNGKIM-19820509
Kim Bo-kyung,South Korea,1989-10-06,SOU-BO-KKIM-19891006
Cho Yong-hyung,South Korea,1983-11-03,SOU-YONGCHO-19831103
Kim Hyung-il,South Korea,1984-04-27,SOU-HYUNKIM-19840427
Kim Dong-jin,South Korea,1982-01-29,SOU-DONGKIM-19820129
Kim Do-heon,South Korea,1982-07-14,SOU-DO-HKIM-19820714
Jeong Woo-yeong,South Korea,1999-09-20,SOU-WOO-JEON-19990920
Song Min-kyu,South Korea,1999-09-12,SOU-MIN-SONG-19990912
Kwon Chang-hoon,South Korea,1994-06-30,SOU-CHANKWON-19940630
Kwon Kyung-won,South Korea,1992-01-31,SOU-KYUNKWON-19920131
Lee Kang-in,South Korea,2001-02-19,SOU-KANGLEE-20010219
Cho Yu-min,South Korea,1996-11-17,SOU-YU-MCHO-19961117
Choi Tae-uk,South Korea,1981-03-13,SOU-TAE-CHOI-19810313
Jung Sung-ryong,South Korea,1985-01-04,SOU-SUNGJUNG-19850104
Lee Young-pyo,South Korea,1977-04-23,SOU-YOUNLEE-19770423
Choi Young-il,South Korea,1966-04-25,SOU-YOUNCHOI-19660425
Seo Jung-won,South Korea,1970-12-17,SOU-JUNGSEO-19701217
Choi Moon-sik,South Korea,1971-01-06,SOU-MOONCHOI-19710106
Park Il-kap,South Korea,1926-03-21,SOU-IL-KPARK-19260321
Kang Chang-gi,South Korea,1927-08-28,SOU-CHANKANG-19270828
Min Byung-dae,South Korea,1918-02-20,SOU-BYUNMIN-19180220
Kim Ji-sung,South Korea,1924-11-07,SOU-JI-SKIM-19241107
Kwak Tae-hwi,South Korea,1981-07-08,SOU-TAE-KWAK-19810708
An Ik-soo,South Korea,1965-05-06,SOU-IK-SAN-19650506
Yun Suk-young,South Korea,1990-02-13,SOU-SUK-YUN-19900213
Noh Jung-yoon,South Korea,1971-03-28,SOU-JUNGNOH-19710328
Shin Hong-gi,South Korea,1968-05-04,SOU-HONGSHIN-19680504
Park Jung-bae,South Korea,1967-02-19,SOU-JUNGPARK-19670219
Kim Pan-keun,South Korea,1966-03-05,SOU-PAN-KIM-19660305
Lee Jong-hwa,South Korea,1963-07-20,SOU-JONGLEE-19630720
Yoon Jong-gyu,South Korea,1998-03-20,SOU-JONGYOON-19980320
Kim Jin-su,South Korea,1992-06-13,SOU-JIN-KIM-19920613
Lee Sang-yi,South Korea,1922-01-01,SOU-SANGLEE-19220101
Kim Chang-soo,South Korea,1985-09-12,SOU-CHANKIM-19850912
Choi Dae-shik,South Korea,1965-01-10,SOU-DAE-CHOI-19650110
Chung Kook-chin,South Korea,1917-01-02,SOU-KOOKCHUN-19170102
Li Ki-joo,South Korea,1926-11-12,SOU-KI-JLI-19261112
Seol Ki-hyeon,South Korea,1979-01-08,SOU-KI-HSEOL-19790108
Chu Yung-kwang,South Korea,1931-07-15,SOU-YUNGCHU-19310715
Lee Yong,South Korea,1986-12-24,SOU-YONGLEE-19861224
Koo Ja-cheol,South Korea,1989-02-27,SOU-JA-CKOO-19890227
Han Kook-young,South Korea,1990-04-19,SOU-KOOKHAN-19900419
Park Jong-woo,South Korea,1989-03-10,SOU-JONGPARK-19890310
Kim Shin-wook,South Korea,1988-04-14,SOU-SHINKIM-19880414
Ji Dong-won,South Korea,1991-05-28,SOU-DONGJI-19910528
Hong Jeong-ho,South Korea,1989-08-12,SOU-JEONHONG-19890812
Kim Seung-gyu,South Korea,1990-09-30,SOU-SEUNKIM-19900930
Park Joo-ho,South Korea,1987-01-16,SOU-JOO-PARK-19870116
Lee Bum-young,South Korea,1989-04-02,SOU-BUM-LEE-19890402
Lee Woon-jae,South Korea,1973-04-26,SOU-WOONLEE-19730426
Lee Keun-ho,South Korea,1985-04-11,SOU-KEUNLEE-19850411
Park Chul-woo,South Korea,1965-09-29,SOU-CHULPARK-19650929
Ha Seok-ju,South Korea,1968-02-20,SOU-SEOKHA-19680220
Hwang In-beom,South Korea,1996-09-20,SOU-IN-BHWAN-19960920
Paik Seung-ho,South Korea,1997-03-17,SOU-SEUNPAIK-19970317
Choi Yung-keun,South Korea,1923-02-08,SOU-YUNGCHOI-19230208
Kim Min-jae,South Korea,1996-11-15,SOU-MIN-KIM-19961115
Hwang Seok-ho,South Korea,1989-06-27,SOU-SEOKHWAN-19890627
Cho Jin-ho,South Korea,1971-08-02,SOU-JIN-CHO-19710802
Son Heung-min,South Korea,1992-07-08,SOU-HEUNSON-19920708
Choi Yong-soo,South Korea,1973-09-10,SOU-YONGCHOI-19730910
Lee Sang-hun,South Korea,1975-10-11,SOU-SANGLEE-19751011
Kim Tae-young,South Korea,1970-11-08,SOU-TAE-KIM-19701108
Ko Jong-soo,South Korea,1978-10-30,SOU-JONGKO-19781030
Jang Hyung-seok,South Korea,1972-07-07,SOU-HYUNJANG-19720707
Jang Dae-il,South Korea,1975-03-09,SOU-DAE-JANG-19750309
Lee Dong-gook,South Korea,1979-04-29,SOU-DONGLEE-19790429
Seo Dong-myung,South Korea,1974-05-04,SOU-DONGSEO-19740504
Cho Byung-deuk,South Korea,1958-05-26,SOU-BYUNCHO-19580526
Chung Jong-soo,South Korea,1961-03-27,SOU-JONGCHUN-19610327
Cho Kwang-rae,South Korea,1954-03-19,SOU-KWANCHO-19540319
Chung Yong-hwan,South Korea,1960-02-10,SOU-YONGCHUN-19600210
Lee Tae-ho,South Korea,1961-01-29,SOU-TAE-LEE-19610129
Kim Jong-boo,South Korea,1965-11-03,SOU-JONGKIM-19651103
Cho Young-jeung,South Korea,1954-08-18,SOU-YOUNCHO-19540818
Yoon Jong-hwan,South Korea,1973-02-16,SOU-JONGYOON-19730216
Ahn Jung-hwan,South Korea,1976-01-27,SOU-JUNGAHN-19760127
Ha Dae-sung,South Korea,1985-03-02,SOU-DAE-HA-19850302
Park Ji-sung,South Korea,1981-03-30,SOU-JI-SPARK-19810330
Kim Do-hoon,South Korea,1970-07-21,SOU-DO-HKIM-19700721
Kim Do-keun,South Korea,1972-03-02,SOU-DO-KKIM-19720302
Park Kyung-hoon,South Korea,1961-01-19,SOU-KYUNPARK-19610119
Lee Min-sung,South Korea,1973-06-23,SOU-MIN-LEE-19730623
Li Jong-kap,South Korea,1920-03-18,SOU-JONGLI-19200318
Yoo Sang-chul,South Korea,1971-10-18,SOU-SANGYOO-19711018
Han Chang-wha,South Korea,1922-11-03,SOU-CHANHAN-19221103
Ham Heung-chul,South Korea,1930-11-17,SOU-HEUNHAM-19301117
Chung Nam-sik,South Korea,1917-02-16,SOU-NAM-CHUN-19170216
Sung Nak-woon,South Korea,1926-02-02,SOU-NAK-SUNG-19260202
Woo Sang-kwon,South Korea,1926-02-02,SOU-SANGWOO-19260202
Lee Soo-nam,South Korea,1927-02-02,SOU-SOO-LEE-19270202
Kim Young-gwon,South Korea,1990-02-27,SOU-YOUNKIM-19900227
Choi Chung-min,South Korea,1930-08-30,SOU-CHUNCHOI-19300830
Song Chong-gug,South Korea,1979-02-20,SOU-CHONSONG-19790220
Choi Soon-ho,South Korea,1962-01-10,SOU-SOONCHOI-19620110
Lee Eul-yong,South Korea,1975-09-08,SOU-EUL-LEE-19750908
Lee Chun-soo,South Korea,1981-07-09,SOU-CHUNLEE-19810709
Cha Du-ri,South Korea,1980-07-25,SOU-DU-RCHA-19800725
Lee Lim-saeng,South Korea,1971-11-18,SOU-LIM-LEE-19711118
Chung Jong-son,South Korea,1966-03-20,SOU-JONGCHUN-19660320
Kim Byung-ji,South Korea,1970-04-08,SOU-BYUNKIM-19700408
Choi Sung-yong,South Korea,1975-12-25,SOU-SUNGCHOI-19751225
Anatoli Maslyonkin,Soviet Union,1930-06-26,SOV-MASLANAT-19300626
Vladimir Ponomaryov,Soviet Union,1940-02-18,SOV-PONOVLAD-19400218
Mikhail Meskhi,Soviet Union,1937-01-12,SOV-MESKMIKH-19370112
Slava Metreveli,Soviet Union,1936-05-30,SOV-METRSLAV-19360530
Viktor Ponedelnik,Soviet Union,1937-05-22,SOV-PONEVIKT-19370522
Igor Chislenko,Soviet Union,1939-09-08,SOV-CHISIGOR-19390908
Vladimir Belyayev,Soviet Union,1933-09-15,SOV-BELYVLAD-19330915
Igor Shalimov,Soviet Union,1969-02-02,SOV-SHALIGOR-19690202
Valentin Afonin,Soviet Union,1939-12-22,SOV-AFONVALE-19391222
Leonid Ostrovskiy,Soviet Union,1936-01-17,SOV-OSTRLEON-19360117
Viktor Serebryanikov,Soviet Union,1940-03-29,SOV-SEREVIKT-19400329
Murtaz Khurtsilava,Soviet Union,1943-01-05,SOV-KHURMURT-19430105
Igor Netto,Soviet Union,1930-01-09,SOV-NETTIGOR-19300109
Viktor Getmanov,Soviet Union,1940-05-04,SOV-GETMVIKT-19400504
Vasiliy Danilov,Soviet Union,1941-05-13,SOV-DANIVASI-19410513
Oleh Kuznetsov,Soviet Union,1963-03-22,SOV-KUZNOLEH-19630322
Viktor Tsarev,Soviet Union,1931-06-02,SOV-TSARVIKT-19310602
Vladimir Yerokhin,Soviet Union,1930-04-10,SOV-YEROVLAD-19300410
Leonid Buryak,Soviet Union,1953-07-10,SOV-BURYLEON-19530710
German Apukhtin,Soviet Union,1936-06-12,SOV-APUKGERM-19360612
Valentin Ivanov,Soviet Union,1934-11-19,SOV-IVANVALE-19341119
Nikita Simonyan,Soviet Union,1926-10-12,SOV-SIMONIKI-19261012
Vyacheslav Chanov,Soviet Union,1951-10-23,SOV-CHANVYAC-19511023
Andrei Zygmantovich,Soviet Union,1962-12-02,SOV-ZYGMANDR-19621202
Sergei Salnikov,Soviet Union,1925-09-13,SOV-SALNSERG-19250913
Yozhef Sabo,Soviet Union,1940-02-29,SOV-SABOYOZH-19400229
Volodymyr Lyutyi,Soviet Union,1962-04-24,SOV-LYUTVOLO-19620424
Aleksandr Ivanov,Soviet Union,1928-04-14,SOV-IVANALEK-19280414
Aleksandr Borodyuk,Soviet Union,1962-11-30,SOV-BOROALEK-19621130
Givi Chokheli,Soviet Union,1937-06-27,SOV-CHOKGIVI-19370627
Viktor Chanov,Soviet Union,1959-07-21,SOV-CHANVIKT-19590721
Albert Shesternyov,Soviet Union,1941-06-20,SOV-SHESALBE-19410620
Nikolai Manoshin,Soviet Union,1938-03-06,SOV-MANONIKO-19380306
Volodymyr Bezsonov,Soviet Union,1958-03-05,SOV-BEZSVOLO-19580305
Yozhef Sabo,Soviet Union,1940-03-01,SOV-SABOYOZH-19400301
Valery Voronin,Soviet Union,1939-07-17,SOV-VOROVALE-19390717
Oleksandr Zavarov,Soviet Union,1961-04-24,SOV-ZAVAOLEK-19610424
Valentin Bubukin,Soviet Union,1933-04-23,SOV-BUBUVALE-19330423
Gennadi Gusarov,Soviet Union,1937-03-11,SOV-GUSAGENN-19370311
Yuri Falin,Soviet Union,1937-04-02,SOV-FALIYURI-19370402
Genrich Fedosov,Soviet Union,1932-12-06,SOV-FEDOGENR-19321206
Akhrik Tsveiba,Soviet Union,1966-09-10,SOV-TSVEAKHR-19660910
Gennady Morozov,Soviet Union,1962-12-30,SOV-MOROGENN-19621230
Ivan Yaremchuk,Soviet Union,1962-03-19,SOV-YAREIVAN-19620319
Pavlo Yakovenko,Soviet Union,1964-12-19,SOV-YAKOPAVL-19641219
Viktor Kanevski,Soviet Union,1936-10-03,SOV-KANEVIKT-19361003
Vladimir Maslachenko,Soviet Union,1936-03-05,SOV-MASLVLAD-19360305
Anatoli Ilyin,Soviet Union,1931-06-27,SOV-ILYIANAT-19310627
Hennadiy Litovchenko,Soviet Union,1963-09-11,SOV-LITOHENN-19630911
Galimzyan Khusainov,Soviet Union,1937-06-27,SOV-KHUSGALI-19370627
Aleksei Mamykin,Soviet Union,1936-02-29,SOV-MAMYALEK-19360229
Igor Chislenko,Soviet Union,1939-01-04,SOV-CHISIGOR-19390104
Gennadiy Lytovchenko,Soviet Union,1963-09-11,SOV-LYTOGENN-19630911
Oleksandr Zavarov,Soviet Union,1961-04-20,SOV-ZAVAOLEK-19610420
Igor Dobrovolski,Soviet Union,1967-08-27,SOV-DOBRIGOR-19670827
Aleksandr Bubnov,Soviet Union,1955-10-10,SOV-BUBNALEK-19551010
Oleg Romantsev,Soviet Union,1954-01-04,SOV-ROMAOLEG-19540104
Oleh Blokhin,Soviet Union,1952-11-05,SOV-BLOKOLEH-19521105
Sergei Fokin,Soviet Union,1961-07-26,SOV-FOKISERG-19610726
Anatoliy Demyanenko,Soviet Union,1959-02-19,SOV-DEMYANAT-19590219
Alexey Korneyev,Soviet Union,1939-02-06,SOV-KORNALEX-19390206
Georgi Sichinava,Soviet Union,1944-09-15,SOV-SICHGEOR-19440915
Valeriy Porkujan,Soviet Union,1944-10-04,SOV-PORKVALE-19441004
Anatoliy Banishevskiy,Soviet Union,1946-02-23,SOV-BANIANAT-19460223
Eduard Malofeyev,Soviet Union,1942-06-02,SOV-MALOEDUA-19420602
Eduard Markarov,Soviet Union,1942-06-20,SOV-MARKEDUA-19420620
Anzor Kavazashvili,Soviet Union,1940-07-19,SOV-KAVAANZO-19400719
Leonid Shmuts,Soviet Union,1948-10-08,SOV-SHMULEON-19481008
Vladimir Kesarev,Soviet Union,1930-02-26,SOV-KESAVLAD-19300226
Revaz Dzodzuashvili,Soviet Union,1945-04-15,SOV-DZODREVA-19450415
Vladimir Kaplichny,Soviet Union,1944-02-26,SOV-KAPLVLAD-19440226
Gennady Logofet,Soviet Union,1942-04-15,SOV-LOGOGENN-19420415
Valery Zykov,Soviet Union,1944-02-24,SOV-ZYKOVALE-19440224
Kakhi Asatiani,Soviet Union,1947-01-01,SOV-ASATKAKH-19470101
Nikolay Kiselyov,Soviet Union,1946-01-29,SOV-KISENIKO-19460129
Vladimir Muntyan,Soviet Union,1946-09-14,SOV-MUNTVLAD-19460914
Anatoliy Byshovets,Soviet Union,1946-04-23,SOV-BYSHANAT-19460423
Gennady Yevriuzhikin,Soviet Union,1944-02-04,SOV-YEVRGENN-19440204
Givi Nodia,Soviet Union,1948-01-02,SOV-NODIGIVI-19480102
Anatoliy Puzach,Soviet Union,1941-06-03,SOV-PUZAANAT-19410603
Vitaly Khmelnitsky,Soviet Union,1943-06-12,SOV-KHMEVITA-19430612
Lev Yashin,Soviet Union,1929-10-22,SOV-YASHLEV-19291022
Ramaz Shengelia,Soviet Union,1957-01-01,SOV-SHENRAMA-19570101
Vadym Yevtushenko,Soviet Union,1958-01-01,SOV-YEVTVADY-19580101
Sergei Baltacha,Soviet Union,1958-02-17,SOV-BALTSERG-19580217
Vagiz Khidiyatullin,Soviet Union,1959-03-03,SOV-KHIDVAGI-19590303
Evgeny Lovchev,Soviet Union,1949-01-29,SOV-LOVCEVGE-19490129
Tengiz Sulakvelidze,Soviet Union,1956-07-23,SOV-SULATENG-19560723
Sergei Gorlukovich,Soviet Union,1961-11-18,SOV-GORLSERG-19611118
Aleksandr Chivadze,Soviet Union,1955-04-08,SOV-CHIVALEK-19550408
Valeri Broshin,Soviet Union,1962-10-19,SOV-BROSVALE-19621019
Aleksandr Uvarov,Soviet Union,1960-01-13,SOV-UVARALEK-19600113
Yuri Susloparov,Soviet Union,1958-08-14,SOV-SUSLYURI-19580814
Sergey Rodionov,Soviet Union,1962-09-03,SOV-RODISERG-19620903
Boris Kuznetsov,Soviet Union,1928-07-14,SOV-KUZNBORI-19280714
Sergey Andreyev,Soviet Union,1956-05-16,SOV-ANDRSERG-19560516
Vitaly Daraselia,Soviet Union,1957-10-09,SOV-DARAVITA-19571009
Andriy Bal,Soviet Union,1958-02-16,SOV-BALANDR-19580216
Oleg Blokhin,Soviet Union,1952-11-05,SOV-BLOKOLEG-19521105
Khoren Hovhannisyan,Soviet Union,1955-01-10,SOV-HOVHKHOR-19550110
Yuri Gavrilov,Soviet Union,1953-05-03,SOV-GAVRYURI-19530503
Sergei Borovsky,Soviet Union,1956-01-29,SOV-BOROSERG-19560129
Volodymyr Bessonov,Soviet Union,1958-03-05,SOV-BESSVOLO-19580305
Rinat Dasayev,Soviet Union,1957-06-13,SOV-DASARINA-19570613
Eduard Dubinski,Soviet Union,1935-04-06,SOV-DUBIEDUA-19350406
Viktor Bannikov,Soviet Union,1938-04-28,SOV-BANNVIKT-19380428
Sergey Kotrikadze,Soviet Union,1936-08-09,SOV-KOTRSERG-19360809
Yuri Voinov,Soviet Union,1931-11-29,SOV-VOINYURI-19311129
Nikolay Larionov,Soviet Union,1957-01-19,SOV-LARINIKO-19570119
Konstantin Krizhevsky,Soviet Union,1926-02-20,SOV-KRIZKONS-19260220
Ihor Belanov,Soviet Union,1960-09-25,SOV-BELAIHOR-19600925
Sergei Aleinikov,Soviet Union,1961-11-07,SOV-ALEISERG-19611107
Vasyl Rats,Soviet Union,1961-04-25,SOV-RATSVASY-19610425
Serhiy Krakovskiy,Soviet Union,1960-08-11,SOV-KRAKSERH-19600811
Oleh Protasov,Soviet Union,1964-02-04,SOV-PROTOLEH-19640204
Nacho Monreal,Spain,1986-02-26,SPA-MONRNACH-19860226
Thiago,Spain,1991-04-11,SPA-THIA-19910411
Kepa Arrizabalaga,Spain,1994-10-03,SPA-ARRIKEPA-19941003
Alvaro Odriozola,Spain,1995-12-14,SPA-ODRIALVA-19951214
Lucas Vazquez,Spain,1991-07-01,SPA-VAZQLUCA-19910701
Rodrigo,Spain,1991-03-06,SPA-RODR-19910306
Pedro Uralde,Spain,1958-03-02,SPA-URALPEDR-19580302
Nacho,Spain,1990-01-18,SPA-NACH-19900118
Dani Carvajal,Spain,1992-01-11,SPA-CARVDANI-19920111
Tente Sanchez,Spain,1956-10-08,SPA-SANCTENT-19561008
Ricardo Gallego,Spain,1959-02-08,SPA-GALLRICA-19590208
Michel Salgado,Spain,1975-10-22,SPA-SALGMICH-19751022
Saul,Spain,1994-11-21,SPA-SAUL-19941121
Xavi,Spain,1980-01-25,SPA-XAVI-19800125
Eladio Silvestre,Spain,1940-11-18,SPA-SILVELAD-19401118
Pedro Contreras,Spain,1972-01-07,SPA-CONTPEDR-19720107
Eulogio Martinez,Spain,1935-06-11,SPA-MARTEULO-19350611
Severino Reija,Spain,1938-11-25,SPA-REIJSEVE-19381125
Rodri,Spain,1934-03-08,SPA-RODR-19340308
Adelardo,Spain,1939-09-26,SPA-ADEL-19390926
Joan Segarra,Spain,1927-11-15,SPA-SEGAJOAN-19271115
Luis Suarez,Spain,1935-05-02,SPA-SUARLUIS-19350502
Marti Verges,Spain,1934-03-08,SPA-VERGMART-19340308
Jose Angel Iribar,Spain,1943-03-01,SPA-IRIBJOSE-19430301
Manuel Sanchis,Spain,1938-03-26,SPA-SANCMANU-19380326
Pachin,Spain,1938-12-28,SPA-PACH-19381228
Jesus Glaria,Spain,1942-01-02,SPA-GLARJESU-19420102
Robert Sanchez,Spain,1997-11-18,SPA-SANCROBE-19971118
Enrique Saura,Spain,1954-08-02,SPA-SAURENRI-19540802
Fernando Llorente,Spain,1985-02-26,SPA-LLORFERN-19850226
Mariano Pernia,Spain,1977-05-04,SPA-PERNMARI-19770504
Raul,Spain,1977-06-27,SPA-RAUL-19770627
Marco Asensio,Spain,1996-01-21,SPA-ASENMARC-19960121
Agustin Aranzabal,Spain,1973-03-15,SPA-ARANAGUS-19730315
Abelardo,Spain,1970-03-19,SPA-ABEL-19700319
Fernando Morientes,Spain,1976-04-05,SPA-MORIFERN-19760405
Juan Antonio Pizzi,Spain,1968-06-07,SPA-PIZZJUAN-19680607
Eric Garcia,Spain,2001-01-09,SPA-GARCERIC-20010109
Alfonso,Spain,1972-09-26,SPA-ALFO-19720926
Sergi,Spain,1971-12-28,SPA-SERG-19711228
Ivan Campo,Spain,1974-02-21,SPA-CAMPIVAN-19740221
Carlos Aguilera,Spain,1969-05-22,SPA-AGUICARL-19690522
Albert Celades,Spain,1975-09-29,SPA-CELAALBE-19750929
Joseba Etxeberria,Spain,1977-09-05,SPA-ETXEJOSE-19770905
Guillermo Amor,Spain,1967-12-04,SPA-AMORGUIL-19671204
Victor,Spain,1957-03-15,SPA-VICT-19570315
Marcelino,Spain,1955-08-13,SPA-MARC-19550813
Luis Arconada,Spain,1954-06-26,SPA-ARCOLUIS-19540626
Isco,Spain,1992-04-21,SPA-ISCO-19920421
Maranon,Spain,1948-07-23,SPA-MARA-19480723
Eugenio Leal,Spain,1953-05-13,SPA-LEALEUGE-19530513
Miguel Angel,Spain,1947-12-24,SPA-ANGEMIGU-19471224
Antonio Guzman,Spain,1953-12-02,SPA-GUZMANTO-19531202
Julio Cardenosa,Spain,1949-10-27,SPA-CARDJULI-19491027
Santillana,Spain,1952-08-23,SPA-SANT-19520823
Quini,Spain,1949-09-23,SPA-QUIN-19490923
Juanito,Spain,1954-11-10,SPA-JUAN-19541110
Dani,Spain,1951-06-28,SPA-DANI-19510628
Antonio Biosca,Spain,1948-12-08,SPA-BIOSANTO-19481208
Migueli,Spain,1951-12-19,SPA-MIGU-19511219
Juan Manuel Asensi,Spain,1949-09-23,SPA-ASENJUAN-19490923
Francisco Javier Uria,Spain,1950-02-01,SPA-URIAFRAN-19500201
Antonio de la Cruz,Spain,1947-05-07,SPA-CRUZANTO-19470507
Iago Aspas,Spain,1987-08-01,SPA-ASPAIAGO-19870801
Pau Torres,Spain,1997-01-16,SPA-TORRPAU-19970116
Jesus Garay,Spain,1930-09-10,SPA-GARAJESU-19300910
Alvaro Morata,Spain,1992-10-23,SPA-MORAALVA-19921023
Francisco Villarroya,Spain,1966-08-06,SPA-VILLFRAN-19660806
Rafael Alkorta,Spain,1968-09-16,SPA-ALKORAFA-19680916
Alberto Gorriz,Spain,1958-02-16,SPA-GORRALBE-19580216
Jose Ufarte,Spain,1941-05-17,SPA-UFARJOSE-19410517
Amancio,Spain,1939-10-16,SPA-AMAN-19391016
Roberto,Spain,1962-07-05,SPA-ROBE-19620705
Marcelino,Spain,1940-04-29,SPA-MARC-19400429
Paco Gento,Spain,1933-10-21,SPA-GENTPACO-19331021
Antonio Betancort,Spain,1938-03-13,SPA-BETAANTO-19380313
Miguel Reina,Spain,1946-01-24,SPA-REINMIGU-19460124
Ferran Olivella,Spain,1936-06-22,SPA-OLIVFERR-19360622
Gallego,Spain,1944-03-04,SPA-GALL-19440304
Pirri,Spain,1945-03-11,SPA-PIRR-19450311
Josep Maria Fuste,Spain,1941-04-15,SPA-FUSTJOSE-19410415
Quique Sanchez Flores,Spain,1965-02-02,SPA-FLORQUIQ-19650202
Carlos Lapetra,Spain,1938-11-29,SPA-LAPECARL-19381129
Rafael Martin Vazquez,Spain,1965-09-25,SPA-VAZQRAFA-19650925
Manolo Sanchis,Spain,1965-05-23,SPA-SANCMANO-19650523
Fernando,Spain,1965-09-11,SPA-FERN-19650911
Genar Andrinua,Spain,1964-05-09,SPA-ANDRGENA-19640509
Carlos Soler,Spain,1997-01-02,SPA-SOLECARL-19970102
Dani Olmo,Spain,1998-05-07,SPA-OLMODANI-19980507
Pablo Sarabia,Spain,1992-05-11,SPA-SARAPABL-19920511
Unai Simon,Spain,1997-06-11,SPA-SIMOUNAI-19970611
Manolo Jimenez,Spain,1964-01-21,SPA-JIMEMANO-19640121
Yeremy Pino,Spain,2002-10-20,SPA-PINOYERE-20021020
Aymeric Laporte,Spain,1994-05-27,SPA-LAPOAYME-19940527
Pedri,Spain,2002-11-25,SPA-PEDR-20021125
Ansu Fati,Spain,2002-10-31,SPA-FATIANSU-20021031
Andoni Zubizarreta,Spain,1961-10-23,SPA-ZUBIANDO-19611023
Hugo Guillamon,Spain,2000-01-31,SPA-GUILHUGO-20000131
